Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Assembly BioProject Accession	Assembly BioSample Accession
GCA_032208785.1	ASM3220878v1	Pseudomonas corrugata		PVCT 5.1t					PRJNA852405	SAMN28918789
GCF_032208785.1	ASM3220878v1	Pseudomonas corrugata		PVCT 5.1t					PRJNA852405	SAMN28918789
GCA_000967935.1	ASM96793v1	Pseudomonas marginalis		H21					PRJNA276809	SAMN03381180
GCF_000967935.1	ASM96793v1	Pseudomonas marginalis		H21					PRJNA276809	SAMN03381180
GCA_000968025.1	ASM96802v1	Pseudomonas marginalis		H14					PRJNA276807	SAMN03397783
GCF_000968025.1	ASM96802v1	Pseudomonas marginalis		H14					PRJNA276807	SAMN03397783
GCA_016307495.1	ASM1630749v1	Pseudomonas corrugata		Sera_3Q					PRJNA680595	SAMN16885840
GCF_016307495.1	ASM1630749v1	Pseudomonas corrugata		Sera_3Q					PRJNA680595	SAMN16885840
GCA_014268305.1	ASM1426830v1	Pseudomonas poae		SWRI2					PRJNA639797	SAMN15248355
GCF_014268305.1	ASM1426830v1	Pseudomonas poae		SWRI2					PRJNA639797	SAMN15248355
GCA_013359585.1	ASM1335958v1	Pseudomonas corrugata		C7D2					PRJNA631210	SAMN14854761
GCF_013359585.1	ASM1335958v1	Pseudomonas corrugata		C7D2					PRJNA631210	SAMN14854761
GCA_016307475.1	ASM1630747v1	Pseudomonas corrugata		Sera_3A					PRJNA680595	SAMN16885839
GCF_016307475.1	ASM1630747v1	Pseudomonas corrugata		Sera_3A					PRJNA680595	SAMN16885839
GCA_013359545.1	ASM1335954v1	Pseudomonas corrugata		C8A5					PRJNA631210	SAMN14854764
GCF_013359545.1	ASM1335954v1	Pseudomonas corrugata		C8A5					PRJNA631210	SAMN14854764
GCA_041008055.1	ASM4100805v1	Pseudomonas poae		Phyllo_208					PRJNA961062	SAMN40556843
GCF_041008055.1	ASM4100805v1	Pseudomonas poae		Phyllo_208					PRJNA961062	SAMN40556843
GCA_021609325.1	ASM2160932v1	Pseudomonas poae		PA-2-1F					PRJNA587608	SAMN13195917
GCF_021609325.1	ASM2160932v1	Pseudomonas poae		PA-2-1F					PRJNA587608	SAMN13195917
GCA_021609465.1	ASM2160946v1	Pseudomonas poae		PA-1-8B					PRJNA587608	SAMN13195911
GCF_021609465.1	ASM2160946v1	Pseudomonas poae		PA-1-8B					PRJNA587608	SAMN13195911
GCA_021609365.1	ASM2160936v1	Pseudomonas marginalis		PA-2-2B					PRJNA587608	SAMN13195918
GCF_021609365.1	ASM2160936v1	Pseudomonas marginalis		PA-2-2B					PRJNA587608	SAMN13195918
GCA_003731985.1	ASM373198v1	Pseudomonas poae		29G9					PRJNA342848	SAMN05933921
GCF_003731985.1	ASM373198v1	Pseudomonas poae		29G9					PRJNA342848	SAMN05933921
GCA_022628035.1	ASM2262803v1	Pseudomonas corrugata		C8D4					PRJNA633025	SAMN14930921
GCF_022628035.1	ASM2262803v1	Pseudomonas corrugata		C8D4					PRJNA633025	SAMN14930921
GCA_001412065.1	ASM141206v1	Pseudomonas corrugata		TEIC1148					PRJNA290284	SAMN03879928
GCF_001412065.1	ASM141206v1	Pseudomonas corrugata		TEIC1148					PRJNA290284	SAMN03879928
GCA_001412195.1	ASM141219v1	Pseudomonas corrugata		CFBP5403					PRJNA290284	SAMN03879925
GCF_001412195.1	ASM141219v1	Pseudomonas corrugata		CFBP5403					PRJNA290284	SAMN03879925
GCA_030817605.1	ASM3081760v1	Pseudomonas synxantha		W2I4					PRJNA958281	SAMN34299946
GCF_030817605.1	ASM3081760v1	Pseudomonas synxantha		W2I4					PRJNA958281	SAMN34299946
GCA_031455155.1	ASM3145515v1	Pseudomonas synxantha		BE46					PRJNA709414	SAMN18247031
GCF_031455155.1	ASM3145515v1	Pseudomonas synxantha		BE46					PRJNA709414	SAMN18247031
GCA_008121335.1	ASM812133v1	Pseudomonas synxantha		MCP106					PRJNA561277	SAMN12612925
GCF_008121335.1	ASM812133v1	Pseudomonas synxantha		MCP106					PRJNA561277	SAMN12612925
GCA_040754735.1	ASM4075473v1	Pseudomonas synxantha		0102					PRJNA1112751	SAMN41433006
GCF_040754735.1	ASM4075473v1	Pseudomonas synxantha		0102					PRJNA1112751	SAMN41433006
GCA_002022245.1	ASM202224v1	Pseudomonas synxantha		A342					PRJNA339171	SAMN05589719
GCF_002022245.1	ASM202224v1	Pseudomonas synxantha		A342					PRJNA339171	SAMN05589719
GCA_016307365.1	ASM1630736v1	Pseudomonas synxantha		S5_IA_2a					PRJNA680595	SAMN16885846
GCF_016307365.1	ASM1630736v1	Pseudomonas synxantha		S5_IA_2a					PRJNA680595	SAMN16885846
GCA_016307265.1	ASM1630726v1	Pseudomonas synxantha		S5_IA_2b					PRJNA680595	SAMN16885847
GCF_016307265.1	ASM1630726v1	Pseudomonas synxantha		S5_IA_2b					PRJNA680595	SAMN16885847
GCA_016307565.1	ASM1630756v1	Pseudomonas synxantha		GSPB_2418					PRJNA680595	SAMN16885835
GCF_016307565.1	ASM1630756v1	Pseudomonas synxantha		GSPB_2418					PRJNA680595	SAMN16885835
GCA_000522485.1	Pco1	Pseudomonas corrugata CFBP 5454		CFBP 5454					PRJNA196427	SAMN02641555
GCF_000522485.1	Pco1	Pseudomonas corrugata CFBP 5454		CFBP 5454					PRJNA196427	SAMN02641555
GCA_003700875.1	ASM370087v1	Pseudomonas marginalis pv. marginalis		ICMP 3555					PRJNA292453	SAMN03976454
GCF_003700875.1	ASM370087v1	Pseudomonas marginalis pv. marginalis		ICMP 3555					PRJNA292453	SAMN03976454
GCA_029504075.1	ASM2950407v1	Pseudomonas rhodesiae		26B3					PRJNA893712	SAMN31439210
GCF_029504075.1	ASM2950407v1	Pseudomonas rhodesiae		26B3					PRJNA893712	SAMN31439210
GCA_000821225.2	ASM82122v2	Pseudomonas rhodesiae		FF9					PRJEB6356	SAMEA2821761
GCF_000821225.2	ASM82122v2	Pseudomonas rhodesiae		FF9					PRJEB6356	SAMEA2821761
GCA_003732025.1	ASM373202v1	Pseudomonas rhodesiae		88A6					PRJNA342848	SAMN05933923
GCF_003732025.1	ASM373202v1	Pseudomonas rhodesiae		88A6					PRJNA342848	SAMN05933923
GCA_040931495.1	ASM4093149v1	Pseudomonas rhodesiae		SK22					PRJNA1138762	SAMN42741948
GCF_040931495.1	ASM4093149v1	Pseudomonas rhodesiae		SK22					PRJNA1138762	SAMN42741948
GCA_014204275.1	ASM1420427v1	Pseudomonas rhodesiae		S00114					PRJNA632066	SAMN14916291
GCF_014204275.1	ASM1420427v1	Pseudomonas rhodesiae		S00114					PRJNA632066	SAMN14916291
GCA_003732045.1	ASM373204v1	Pseudomonas rhodesiae		90F12-1					PRJNA342848	SAMN05933924
GCF_003732045.1	ASM373204v1	Pseudomonas rhodesiae		90F12-1					PRJNA342848	SAMN05933924
GCA_030462455.1	ASM3046245v1	Pseudomonas rhodesiae		SPPC 2818					PRJNA971652	SAMN35048437
GCF_030462455.1	ASM3046245v1	Pseudomonas rhodesiae		SPPC 2818					PRJNA971652	SAMN35048437
GCA_021603345.1	ASM2160334v1	Pseudomonas rhodesiae		BML-PP011					PRJDB10089	SAMD00422605
GCF_021603345.1	ASM2160334v1	Pseudomonas rhodesiae		BML-PP011					PRJDB10089	SAMD00422605
GCA_012985855.1	ASM1298585v1	Pseudomonas rhodesiae		WS 5107					PRJNA612806	SAMN14381965
GCF_012985855.1	ASM1298585v1	Pseudomonas rhodesiae		WS 5107					PRJNA612806	SAMN14381965
GCA_034808945.1	ASM3480894v1	Pseudomonas rhodesiae		FSL M9-0606					PRJNA1003870	SAMN37350758
GCF_034808945.1	ASM3480894v1	Pseudomonas rhodesiae		FSL M9-0606					PRJNA1003870	SAMN37350758
GCA_034808985.1	ASM3480898v1	Pseudomonas rhodesiae		FSL S12-0141					PRJNA1003870	SAMN37350759
GCF_034808985.1	ASM3480898v1	Pseudomonas rhodesiae		FSL S12-0141					PRJNA1003870	SAMN37350759
GCA_012985905.1	ASM1298590v1	Pseudomonas rhodesiae		WS 4669					PRJNA612806	SAMN14381964
GCF_012985905.1	ASM1298590v1	Pseudomonas rhodesiae		WS 4669					PRJNA612806	SAMN14381964
GCA_021602225.1	ASM2160222v1	Pseudomonas rhodesiae		BML-PP031					PRJDB10089	SAMD00422625
GCF_021602225.1	ASM2160222v1	Pseudomonas rhodesiae		BML-PP031					PRJDB10089	SAMD00422625
GCA_042678325.1	ASM4267832v1	Pseudomonas rhodesiae		JCM 11496					PRJNA595761	SAMN43282668
GCF_042678325.1	ASM4267832v1	Pseudomonas rhodesiae		JCM 11496					PRJNA595761	SAMN43282668
GCA_016307315.1	ASM1630731v1	Pseudomonas rhodesiae		S5_IA_3a					PRJNA680595	SAMN16885848
GCF_016307315.1	ASM1630731v1	Pseudomonas rhodesiae		S5_IA_3a					PRJNA680595	SAMN16885848
GCA_024169315.1	ASM2416931v1	Pseudomonas migulae		NBRC 102157					PRJNA709553	SAMN18246707
GCF_024169315.1	ASM2416931v1	Pseudomonas migulae		NBRC 102157					PRJNA709553	SAMN18246707
GCA_900106025.1	IMG-taxon 2636416188 annotated assembly	Pseudomonas migulae		BS3662					PRJEB16490	SAMN04490194
GCF_900106025.1	IMG-taxon 2636416188 annotated assembly	Pseudomonas migulae		LMG 21608					PRJEB16490	SAMN04490194
GCA_041698325.1	ASM4169832v1	Pseudomonas brenneri		JD2-26					PRJNA1151850	SAMN43324894
GCF_041698325.1	ASM4169832v1	Pseudomonas brenneri		JD2-26					PRJNA1151850	SAMN43324894
GCA_015643585.1	ASM1564358v1	Pseudomonas brenneri		Ps-23					PRJNA678451	SAMN16796731
GCF_015643585.1	ASM1564358v1	Pseudomonas brenneri		Ps-23					PRJNA678451	SAMN16796731
GCA_021605885.1	ASM2160588v1	Pseudomonas congelans		PA-6-2G					PRJNA587608	SAMN13196016
GCF_021605885.1	ASM2160588v1	Pseudomonas congelans		PA-6-2G					PRJNA587608	SAMN13196016
GCA_000737225.1	UB0390_1.0_131105	Pseudomonas congelans		UB0390					PRJNA255825	SAMN02929202
GCF_000737225.1	UB0390_1.0_131105	Pseudomonas congelans		UB0390					PRJNA255825	SAMN02929202
GCA_014450895.1	ASM1445089v1	Pseudomonas congelans		H346-M					PRJNA659743	SAMN15924736
GCF_014450895.1	ASM1445089v1	Pseudomonas congelans		H346-M					PRJNA659743	SAMN15924736
GCA_012986655.1	ASM1298665v1	Pseudomonas gessardii		WS 5049					PRJNA612806	SAMN14381927
GCF_012986655.1	ASM1298665v1	Pseudomonas gessardii		WS 5049					PRJNA612806	SAMN14381927
GCA_019733355.1	ASM1973335v1	Pseudomonas baetica		25P2F9					PRJNA755753	SAMN20841198
GCF_019733355.1	ASM1973335v1	Pseudomonas baetica		25P2F9					PRJNA755753	SAMN20841198
GCA_001400775.1	PcoICMP19117	Pseudomonas congelans		ICMP19117					PRJNA292453	SAMN03976302
GCF_001400775.1	PcoICMP19117	Pseudomonas congelans		ICMP 19117					PRJNA292453	SAMN03976302
GCA_012986615.1	ASM1298661v1	Pseudomonas gessardii		WS 5408					PRJNA612806	SAMN14381928
GCF_012986615.1	ASM1298661v1	Pseudomonas gessardii		WS 5408					PRJNA612806	SAMN14381928
GCA_016009225.1	ASM1600922v1	Pseudomonas gessardii		PSB00014					PRJNA475751	SAMN10436429
GCF_016009225.1	ASM1600922v1	Pseudomonas gessardii		PSB00014					PRJNA475751	SAMN10436429
GCA_012986645.1	ASM1298664v1	Pseudomonas gessardii		G4779					PRJNA612806	SAMN14381926
GCF_012986645.1	ASM1298664v1	Pseudomonas gessardii		G4779					PRJNA612806	SAMN14381926
GCA_002318885.1	ASM231888v1	Pseudomonas congelans		DM2.1.12.02A					PRJNA387592	SAMN07158948
GCF_002318885.1	ASM231888v1	Pseudomonas congelans		DM2.1.12.02A					PRJNA387592	SAMN07158948
GCA_031583675.1	ASM3158367v1	Pseudomonas baetica		MZ-1					PRJNA1014612	SAMN37334429
GCF_031583675.1	ASM3158367v1	Pseudomonas baetica		MZ-1					PRJNA1014612	SAMN37334429
GCA_021605645.1	ASM2160564v1	Pseudomonas gessardii		PA-6-5B					PRJNA587608	SAMN13196027
GCF_021605645.1	ASM2160564v1	Pseudomonas gessardii		PA-6-5B					PRJNA587608	SAMN13196027
GCA_002318645.1	ASM231864v1	Pseudomonas congelans		RMX815.1a					PRJNA387592	SAMN07158963
GCF_002318645.1	ASM231864v1	Pseudomonas congelans		RMX815.1a					PRJNA387592	SAMN07158963
GCA_002318745.1	ASM231874v1	Pseudomonas congelans		NL.P123					PRJNA387592	SAMN07158955
GCF_002318745.1	ASM231874v1	Pseudomonas congelans		NL.P123					PRJNA387592	SAMN07158955
GCA_002323035.1	ASM232303v1	Pseudomonas congelans		ME812.2b					PRJNA387592	SAMN07158964
GCF_002323035.1	ASM232303v1	Pseudomonas congelans		ME812.2b					PRJNA387592	SAMN07158964
GCA_021605585.1	ASM2160558v1	Pseudomonas gessardii		PA-6-6F					PRJNA587608	SAMN13196032
GCF_021605585.1	ASM2160558v1	Pseudomonas gessardii		PA-6-6F					PRJNA587608	SAMN13196032
GCA_021605675.1	ASM2160567v1	Pseudomonas gessardii		PA-6-6A					PRJNA587608	SAMN13196030
GCF_021605675.1	ASM2160567v1	Pseudomonas gessardii		PA-6-6A					PRJNA587608	SAMN13196030
GCA_002318635.1	ASM231863v1	Pseudomonas congelans		LP205a					PRJNA387592	SAMN07158965
GCF_002318635.1	ASM231863v1	Pseudomonas congelans		LP205a					PRJNA387592	SAMN07158965
GCA_021605625.1	ASM2160562v1	Pseudomonas gessardii		PA-6-5F					PRJNA587608	SAMN13196029
GCF_021605625.1	ASM2160562v1	Pseudomonas gessardii		PA-6-5F					PRJNA587608	SAMN13196029
GCA_021605605.1	ASM2160560v1	Pseudomonas gessardii		PA-6-6D					PRJNA587608	SAMN13196031
GCF_021605605.1	ASM2160560v1	Pseudomonas gessardii		PA-6-6D					PRJNA587608	SAMN13196031
GCA_016735085.1	ASM1673508v1	Pseudomonas mediterranea		EDOX					PRJNA692093	SAMN17313627
GCF_016735085.1	ASM1673508v1	Pseudomonas mediterranea		EDOX					PRJNA692093	SAMN17313627
GCA_032208645.1	ASM3220864v1	Pseudomonas mediterranea		PVCT 3C					PRJNA852405	SAMN28918790
GCF_032208645.1	ASM3220864v1	Pseudomonas mediterranea		PVCT 3C					PRJNA852405	SAMN28918790
GCA_001412185.1	ASM141218v1	Pseudomonas mediterranea		TEIC1105					PRJNA290284	SAMN03879933
GCF_001412185.1	ASM141218v1	Pseudomonas mediterranea		TEIC1105					PRJNA290284	SAMN03879933
GCA_001412045.1	ASM141204v1	Pseudomonas mediterranea		CFBP5444					PRJNA290284	SAMN03879930
GCF_001412045.1	ASM141204v1	Pseudomonas mediterranea		CFBP5444					PRJNA290284	SAMN03879930
GCA_001411985.1	ASM141198v1	Pseudomonas mediterranea		CFBP5404					PRJNA290284	SAMN03879929
GCF_001411985.1	ASM141198v1	Pseudomonas mediterranea		CFBP5404					PRJNA290284	SAMN03879929
GCA_001412005.1	ASM141200v1	Pseudomonas mediterranea		TEIC1022					PRJNA290284	SAMN03879932
GCF_001412005.1	ASM141200v1	Pseudomonas mediterranea		TEIC1022					PRJNA290284	SAMN03879932
GCA_918697965.1	SRABI112	Pseudomonas mediterranea					Bi112		PRJEB42773	SAMEA7892420
GCF_918697965.1	SRABI112	Pseudomonas mediterranea					Bi112		PRJEB42773	SAMEA7892420
GCA_002975295.1	ASM297529v1	Pseudomonas trivialis		MYb75					PRJNA400855	SAMN07581393
GCF_002975295.1	ASM297529v1	Pseudomonas trivialis		MYb75					PRJNA400855	SAMN07581393
GCA_001297075.1	ASM129707v1	Pseudomonas libanensis		RIT-PI-g					PRJNA290679	SAMN03895991
GCF_001297075.1	ASM129707v1	Pseudomonas libanensis		RIT-PI-g					PRJNA290679	SAMN03895991
GCA_036857425.1	ASM3685742v1	Pseudomonas orientalis		I3					PRJNA1044431	SAMN38391927
GCF_036857425.1	ASM3685742v1	Pseudomonas orientalis		I3					PRJNA1044431	SAMN38391927
GCA_040549265.1	ASM4054926v1	Pseudomonas trivialis		PvP125					PRJNA1115627	SAMN41513457
GCF_040549265.1	ASM4054926v1	Pseudomonas trivialis		PvP125					PRJNA1115627	SAMN41513457
GCA_004210185.1	ASM421018v1	Pseudomonas orientalis		16NI					PRJNA517425	SAMN10830139
GCF_004210185.1	ASM421018v1	Pseudomonas orientalis		16NI					PRJNA517425	SAMN10830139
GCA_963970785.1	EA_65y_Pfl1_P117	Pseudomonas orientalis					PseudoSSchier:P117		PRJEB57340	SAMEA114413513
GCF_963970785.1	EA_65y_Pfl1_P117	Pseudomonas orientalis					PseudoSSchier:P117		PRJEB57340	SAMEA114413513
GCA_963970415.1	EA_65y_Pfl1_P114	Pseudomonas orientalis					PseudoSSchier:P114		PRJEB57340	SAMEA114413512
GCF_963970415.1	EA_65y_Pfl1_P114	Pseudomonas orientalis					PseudoSSchier:P114		PRJEB57340	SAMEA114413512
GCA_004210175.1	ASM421017v1	Pseudomonas orientalis		133NRW					PRJNA517426	SAMN10830157
GCF_004210175.1	ASM421017v1	Pseudomonas orientalis		133NRW					PRJNA517426	SAMN10830157
GCA_039673785.1	ASM3967378v1	Pseudomonas orientalis		TWI666					PRJNA964453	SAMN40712762
GCF_039673785.1	ASM3967378v1	Pseudomonas orientalis		TWI666					PRJNA964453	SAMN40712762
GCA_013607945.1	ASM1360794v1	Pseudomonas orientalis		CDVBN20					PRJNA546482	SAMN11959962
GCF_013607945.1	ASM1360794v1	Pseudomonas orientalis		CDVBN20					PRJNA546482	SAMN11959962
GCA_041008715.1	ASM4100871v1	Pseudomonas orientalis		Phyllo_205					PRJNA961062	SAMN34351095
GCF_041008715.1	ASM4100871v1	Pseudomonas orientalis		Phyllo_205					PRJNA961062	SAMN34351095
GCA_963970705.1	EL_5y_Pfl1_P110	Pseudomonas proteolytica					PseudoSSchier:P110		PRJEB57340	SAMEA114413521
GCF_963970705.1	EL_5y_Pfl1_P110	Pseudomonas proteolytica					PseudoSSchier:P110		PRJEB57340	SAMEA114413521
GCA_012985975.1	ASM1298597v1	Pseudomonas proteolytica		WS 5128					PRJNA612806	SAMN14381960
GCF_012985975.1	ASM1298597v1	Pseudomonas proteolytica		WS 5128					PRJNA612806	SAMN14381960
GCA_012986045.1	ASM1298604v1	Pseudomonas proteolytica		WS 5031					PRJNA612806	SAMN14381956
GCF_012986045.1	ASM1298604v1	Pseudomonas proteolytica		WS 5031					PRJNA612806	SAMN14381956
GCA_012986005.1	ASM1298600v1	Pseudomonas proteolytica		WS 5127					PRJNA612806	SAMN14381959
GCF_012986005.1	ASM1298600v1	Pseudomonas proteolytica		WS 5127					PRJNA612806	SAMN14381959
GCA_963970435.1	RA_5y_Pfl1_P40	Pseudomonas proteolytica					PseudoSSchier:P40		PRJEB57340	SAMEA114413534
GCF_963970435.1	RA_5y_Pfl1_P40	Pseudomonas proteolytica					PseudoSSchier:P40		PRJEB57340	SAMEA114413534
GCA_963970605.1	RL_105y_Pfl1_P8	Pseudomonas proteolytica					PseudoSSchier:P8		PRJEB57340	SAMEA114413538
GCF_963970605.1	RL_105y_Pfl1_P8	Pseudomonas proteolytica					PseudoSSchier:P8		PRJEB57340	SAMEA114413538
GCA_014268405.1	ASM1426840v1	Pseudomonas proteolytica		SWRI104					PRJNA639797	SAMN15248351
GCF_014268405.1	ASM1426840v1	Pseudomonas proteolytica		SWRI104					PRJNA639797	SAMN15248351
GCA_963970425.1	RA_5y_Pfl1_P37	Pseudomonas proteolytica					PseudoSSchier:P37		PRJEB57340	SAMEA114413532
GCF_963970425.1	RA_5y_Pfl1_P37	Pseudomonas proteolytica					PseudoSSchier:P37		PRJEB57340	SAMEA114413532
GCA_029269195.1	ASM2926919v1	Pseudomonas proteolytica		1912-L					PRJNA941309	SAMN33601512
GCF_029269195.1	ASM2926919v1	Pseudomonas proteolytica		1912-L					PRJNA941309	SAMN33601512
GCA_963970725.1	RA_5y_Pfl1_P34	Pseudomonas proteolytica					PseudoSSchier:P34		PRJEB57340	
GCA_012985945.1	ASM1298594v1	Pseudomonas proteolytica		WS 5148					PRJNA612806	SAMN14381962
GCF_012985945.1	ASM1298594v1	Pseudomonas proteolytica		WS 5148					PRJNA612806	SAMN14381962
GCA_012986025.1	ASM1298602v1	Pseudomonas proteolytica		WS 5126					PRJNA612806	SAMN14381958
GCF_012986025.1	ASM1298602v1	Pseudomonas proteolytica		WS 5126					PRJNA612806	SAMN14381958
GCA_039672915.1	ASM3967291v1	Pseudomonas proteolytica		TWI1436					PRJNA964453	SAMN40712805
GCF_039672915.1	ASM3967291v1	Pseudomonas proteolytica		TWI1436					PRJNA964453	SAMN40712805
GCA_012986075.1	ASM1298607v1	Pseudomonas proteolytica		WS 5060					PRJNA612806	SAMN14381957
GCF_012986075.1	ASM1298607v1	Pseudomonas proteolytica		WS 5060					PRJNA612806	SAMN14381957
GCA_963970555.1	RA_5y_Pfl1_P39	Pseudomonas proteolytica					PseudoSSchier:P39		PRJEB57340	SAMEA114413533
GCF_963970555.1	RA_5y_Pfl1_P39	Pseudomonas proteolytica					PseudoSSchier:P39		PRJEB57340	SAMEA114413533
GCA_012985955.1	ASM1298595v1	Pseudomonas proteolytica		WS 5147					PRJNA612806	SAMN14381961
GCF_012985955.1	ASM1298595v1	Pseudomonas proteolytica		WS 5147					PRJNA612806	SAMN14381961
GCA_021605255.1	ASM2160525v1	Pseudomonas proteolytica		PA-6-9F					PRJNA587608	SAMN13196046
GCF_021605255.1	ASM2160525v1	Pseudomonas proteolytica		PA-6-9F					PRJNA587608	SAMN13196046
GCA_021605705.1	ASM2160570v1	Pseudomonas proteolytica		PA-6-4D					PRJNA587608	SAMN13196025
GCF_021605705.1	ASM2160570v1	Pseudomonas proteolytica		PA-6-4D					PRJNA587608	SAMN13196025
GCA_000708695.2	ATCC 17400	Pseudomonas [fluorescens] ATCC 17400		ATCC 17400					PRJNA238413	SAMN02644483
GCF_000708695.2	ATCC 17400	Pseudomonas [fluorescens] ATCC 17400		ATCC 17400					PRJNA238413	SAMN02644483
GCA_017167285.1	ASM1716728v1	Pseudomonas granadensis		F6_4S_P_5C					PRJNA690512	SAMN17570248
GCF_017167285.1	ASM1716728v1	Pseudomonas granadensis		F6_4S_P_5C					PRJNA690512	SAMN17570248
GCA_017167345.1	ASM1716734v1	Pseudomonas granadensis		F6_4S_P_1A					PRJNA690512	SAMN17570244
GCF_017167345.1	ASM1716734v1	Pseudomonas granadensis		F6_4S_P_1A					PRJNA690512	SAMN17570244
GCA_017167355.1	ASM1716735v1	Pseudomonas granadensis		F6_4S_P_1C					PRJNA690512	SAMN17570246
GCF_017167355.1	ASM1716735v1	Pseudomonas granadensis		F6_4S_P_1C					PRJNA690512	SAMN17570246
GCA_017167275.1	ASM1716727v1	Pseudomonas granadensis		F6_4S_P_2					PRJNA690512	SAMN17570247
GCF_017167275.1	ASM1716727v1	Pseudomonas granadensis		F6_4S_P_2					PRJNA690512	SAMN17570247
GCA_017167425.1	ASM1716742v1	Pseudomonas granadensis		F6_4S_P_1B					PRJNA690512	SAMN17570245
GCF_017167425.1	ASM1716742v1	Pseudomonas granadensis		F6_4S_P_1B					PRJNA690512	SAMN17570245
GCA_037079975.1	ASM3707997v1	Pseudomonas granadensis		ESBL17					PRJNA1020068	SAMN37512209
GCF_037079975.1	ASM3707997v1	Pseudomonas granadensis		ESBL17					PRJNA1020068	SAMN37512209
GCA_013386225.1	ASM1338622v1	Pseudomonas costantinii		21815971					PRJNA607442	SAMN14599788
GCF_013386225.1	ASM1338622v1	Pseudomonas costantinii		21815971					PRJNA607442	SAMN14599788
GCA_013386155.1	ASM1338615v1	Pseudomonas costantinii		21815972					PRJNA607442	SAMN14599789
GCF_013386155.1	ASM1338615v1	Pseudomonas costantinii		21815972					PRJNA607442	SAMN14599789
GCA_030815735.1	ASM3081573v1	Pseudomonas cedrina		W1I11					PRJNA958274	SAMN34299929
GCF_030815735.1	ASM3081573v1	Pseudomonas cedrina		W1I11					PRJNA958274	SAMN34299929
GCA_900625055.1	DSM_19168T	Pseudomonas mucidolens					DSM 19168T		PRJEB29962	SAMEA5131110
GCF_900625055.1	DSM_19168T	Pseudomonas mucidolens					DSM 19168T		PRJEB29962	SAMEA5131110
GCA_963971055.1	EL_15y_Pfl1_R61	Pseudomonas mucidolens					PseudoSSchier:R61		PRJEB57340	SAMEA114413519
GCF_963971055.1	EL_15y_Pfl1_R61	Pseudomonas mucidolens					PseudoSSchier:R61		PRJEB57340	SAMEA114413519
GCA_002980025.1	ASM298002v1	Pseudomonas cedrina		MYb184					PRJNA400855	SAMN07581351
GCF_002980025.1	ASM298002v1	Pseudomonas cedrina		MYb184					PRJNA400855	SAMN07581351
GCA_016887885.1	ASM1688788v1	Pseudomonas ogarae		RDP1					PRJNA697838	SAMN17673829
GCF_016887885.1	ASM1688788v1	Pseudomonas ogarae		RDP1					PRJNA697838	SAMN17673829
GCA_020093335.1	ASM2009333v1	Pseudomonas fluorescens group sp.		24516wA6_ntrB-del410-421					PRJNA759571	SAMN21169462
GCF_020093335.1	ASM2009333v1	Pseudomonas fluorescens group sp.		24516wA6_ntrB-del410-421					PRJNA759571	SAMN21169462
GCA_000968575.1	Pfluo_1855_344_v1	Pseudomonas ogarae		1855-344					PRJNA277995	SAMN03401053
GCF_000968575.1	Pfluo_1855_344_v1	Pseudomonas ogarae		1855-344					PRJNA277995	SAMN03401053
GCA_020093375.1	ASM2009337v1	Pseudomonas fluorescens group sp.		24516wB6_glnK-del84					PRJNA759555	SAMN21169274
GCF_020093375.1	ASM2009337v1	Pseudomonas fluorescens group sp.		24516wB6_glnK-del84					PRJNA759555	SAMN21169274
GCA_002303965.1	ASM230396v1	Pseudomonas ogarae		ACN4					PRJNA341585	SAMN05967355
GCF_002303965.1	ASM230396v1	Pseudomonas ogarae		ACN4					PRJNA341585	SAMN05967355
GCA_002027095.1	ASM202709v1	Pseudomonas ogarae		Ep R1					PRJNA291470	SAMN06345440
GCF_002027095.1	ASM202709v1	Pseudomonas ogarae		Ep R1					PRJNA291470	SAMN06345440
GCA_020093345.1	ASM2009334v1	Pseudomonas fluorescens group sp.		24516wB5_ntrBA289C					PRJNA759549	SAMN21169190
GCF_020093345.1	ASM2009334v1	Pseudomonas fluorescens group sp.		24516wB5_ntrBA289C					PRJNA759549	SAMN21169190
GCA_002303915.1	ASM230391v1	Pseudomonas ogarae		ACN7					PRJNA341585	SAMN06014514
GCF_002303915.1	ASM230391v1	Pseudomonas ogarae		ACN7					PRJNA341585	SAMN06014514
GCA_018336175.1	ASM1833617v1	Pseudomonas rustica		MBT-17					PRJNA656947	SAMN18880037
GCF_018336175.1	ASM1833617v1	Pseudomonas rustica		MBT-17					PRJNA656947	SAMN18880037
GCA_000510915.2	v1	Pseudomonas sp. FH4		FH4					PRJNA186800	SAMN02597451
GCF_000510915.2	v1	Pseudomonas sp. FH4		FH4					PRJNA186800	SAMN02597451
GCA_000510895.2	v1	Pseudomonas sp. FH1		FH1					PRJNA186799	SAMN02597450
GCF_000510895.2	v1	Pseudomonas sp. FH1		FH1					PRJNA186799	SAMN02597450
GCA_045257775.1	ASM4525777v1	Pseudomonas neuropathica		Z 8.8					PRJNA1186539	SAMN44766305
GCF_045257775.1	ASM4525777v1	Pseudomonas neuropathica		Z 8.8					PRJNA1186539	SAMN44766305
GCA_044748445.1	ASM4474844v1	Pseudomonas cyclaminis		NPDC089998					PRJNA1106891	SAMN43997526
